бира<n><pl>	бирал	0,000000

эдын<n><pl>	эдыр	0,000000

hигин<n><pl>	hигир	0,000000

тыгдэ<n><pl>	тыгдэл	0,000000

мурин<n><pl>	мурир	0,000000

аhи<n><pl>	аhал	0,000000
аhи<n><pl>	аhил	0,000000

аhаткан<n><pl>	аhаткар	0,000000

адыл<n><pl>	адылил	0,000000

таткит<n><pl>	таткичил	0,000000

